customer_id,name,email,signup_date,country,segment_id,segment_name,rfm_recency,rfm_frequency,rfm_monetary,total_touchpoints,avg_sentiment,churn_probability,lifetime_value
CUST-01170,Sabrina Farrell,harristimothy@example.net,2025-02-14,US,1,Loyal Customers,18,11,1480.07,47,0.502,0.067,18873.15
CUST-01171,Elizabeth Mendoza,brianholt@example.net,2025-07-18,US,2,At Risk,148,4,764.83,12,0.075,0.484,4469.2
CUST-01172,Roger Garcia,curtis62@example.org,2024-03-09,US,2,At Risk,75,7,1300.63,25,0.023,0.408,10927.43
CUST-01173,Jeffery Hernandez,jeremiah61@example.com,2023-12-15,BR,0,Champions,5,9,2171.6,21,0.162,0.138,19657.5
CUST-01174,Courtney Huber MD,gilbertdavid@example.org,2023-06-02,UK,0,Champions,5,10,4027.07,21,0.58,0.0,57278.63
CUST-01175,Cassandra Moreno,erinhernandez@example.net,2024-07-07,ID,1,Loyal Customers,57,11,203.75,6,0.673,0.089,3158.59
CUST-01176,Donna Hutchinson,sabrina54@example.net,2023-07-23,JP,2,At Risk,133,5,913.78,26,0.165,0.499,5175.01
CUST-01177,Shannon Spence,lukemyers@example.net,2025-04-08,ID,3,Hibernating,275,1,233.35,31,-0.129,0.611,311.1
CUST-01178,Ashley Simmons,duane52@example.org,2024-11-14,DE,3,Hibernating,158,3,111.06,44,0.003,0.741,411.98
CUST-01179,Johnny Olson,oguzman@example.com,2023-10-27,BR,2,At Risk,110,5,880.34,30,-0.192,0.461,5788.85
CUST-01180,Martha Sanchez,idunn@example.net,2025-04-30,SG,3,Hibernating,341,1,218.02,47,-0.744,0.753,221.55
CUST-01181,Samantha Cruz,xrose@example.net,2024-03-01,BR,3,Hibernating,284,3,43.84,36,-0.557,0.612,158.32
CUST-01182,Cynthia Smith,coxthomas@example.org,2023-09-14,ID,0,Champions,19,16,1352.28,3,0.319,0.139,19130.94
CUST-01183,Gregory Allison,kenneththomas@example.net,2025-01-09,US,4,New Customers,6,1,159.23,47,0.143,0.323,220.89
CUST-01184,Ronald Brown,daviddominguez@example.org,2024-11-02,UK,3,Hibernating,141,3,189.92,4,-0.434,0.583,651.82
CUST-01185,Melissa Coleman,mileselizabeth@example.org,2025-04-05,US,4,New Customers,11,2,114.84,35,0.021,0.299,234.77
CUST-01186,Sheila Johnson,donald31@example.org,2025-08-27,US,1,Loyal Customers,17,5,1175.2,13,0.461,0.076,5751.95
CUST-01187,Jennifer Cannon,vmanning@example.net,2024-07-04,US,0,Champions,10,14,3553.74,22,0.74,0.09,46121.46
CUST-01188,Nathan Wallace,mitchelleric@example.net,2023-05-15,US,3,Hibernating,196,2,47.65,22,-0.021,0.836,93.45
CUST-01189,Carrie Martin,rwall@example.com,2025-08-03,DE,4,New Customers,4,1,125.2,39,0.21,0.094,120.89
CUST-01190,Deanna Armstrong,jenna62@example.com,2023-08-16,US,2,At Risk,124,6,1431.63,22,-0.203,0.471,9666.74
CUST-01191,Vanessa Martinez,richardbrown@example.com,2024-01-06,US,2,At Risk,121,3,700.12,3,-0.341,0.373,2076.02
CUST-01192,Vanessa Jacobs,velasqueztaylor@example.com,2026-01-03,AU,4,New Customers,4,1,388.6,10,0.386,0.196,393.74
CUST-01193,Samantha Martin,deborah34@example.org,2023-09-05,DE,2,At Risk,70,8,825.58,11,-0.092,0.389,7009.59
CUST-01194,Larry Bradford,allenfrancisco@example.org,2023-07-06,SG,4,New Customers,8,2,481.84,4,0.242,0.126,771.62
CUST-01195,Adam Browning,andrealittle@example.org,2024-04-03,US,2,At Risk,139,5,1031.63,5,0.123,0.533,7497.14
CUST-01196,William Cunningham,uwilliams@example.org,2024-07-18,UK,2,At Risk,136,5,1283.31,24,-0.562,0.376,8917.12
CUST-01197,Howard Campbell,uporter@example.com,2024-09-29,DE,1,Loyal Customers,42,8,281.87,38,0.126,0.068,1914.36
CUST-01198,Michele Davis,gmosley@example.org,2025-05-15,DE,0,Champions,23,9,4237.24,19,0.679,0.0,53953.45
CUST-01199,Brittany Matthews,cwoods@example.com,2023-12-02,BR,1,Loyal Customers,42,9,1791.08,42,0.27,0.04,15844.92
CUST-01200,Joel Mcclure,cisnerosjesse@example.org,2026-02-17,BR,3,Hibernating,235,2,88.86,23,-0.248,0.726,168.38
CUST-01201,Patricia Martin,seth25@example.com,2024-10-06,US,4,New Customers,11,1,459.59,2,0.12,0.214,563.53
CUST-01202,Teresa Williams,nallen@example.net,2023-07-21,SG,0,Champions,1,18,1280.91,46,0.563,0.028,29795.99
CUST-01203,Latasha Gamble,ballarddouglas@example.com,2025-07-23,AU,3,Hibernating,257,1,240.45,6,0.118,0.827,283.02
CUST-01204,Rebecca Jacobson,udavis@example.org,2024-06-28,JP,4,New Customers,15,1,195.91,40,-0.025,0.266,205.82
CUST-01205,Douglas Cox,jonesjennifer@example.com,2024-04-30,UK,1,Loyal Customers,59,4,424.57,14,0.703,0.028,1887.14
CUST-01206,Dr. Pamela Ramos,shelbybonilla@example.com,2023-05-27,AU,1,Loyal Customers,11,8,1425.0,14,0.705,0.243,9837.93
CUST-01207,Dustin Ortiz,scotthunt@example.net,2024-07-26,BR,3,Hibernating,197,3,81.92,25,-0.581,0.647,202.94
CUST-01208,Michael Hunter,natalie09@example.net,2023-06-23,US,2,At Risk,150,8,968.14,42,0.154,0.472,8343.51
CUST-01209,Danielle Nicholson,mooredaniel@example.com,2023-11-27,US,4,New Customers,19,2,110.12,49,0.438,0.227,263.41
CUST-01210,Sarah Walker,wcaldwell@example.com,2025-03-23,US,3,Hibernating,264,1,38.3,6,-0.202,0.614,34.06
CUST-01211,Stephanie Marshall,whitedaniel@example.com,2025-01-27,AU,4,New Customers,8,2,120.17,46,0.562,0.294,306.29
CUST-01212,Gary Stewart,vlewis@example.com,2023-09-20,US,3,Hibernating,294,3,267.27,29,-0.357,0.717,1001.2
CUST-01213,Andrew Moore,nthomas@example.com,2025-08-25,BR,4,New Customers,2,2,233.3,19,-0.083,0.241,413.04
CUST-01214,Kyle James,kristine73@example.org,2024-02-18,US,2,At Risk,123,5,848.3,48,0.043,0.445,4059.89
CUST-01215,Tiffany Sutton,johnny21@example.org,2023-07-12,US,1,Loyal Customers,36,12,1007.95,14,0.781,0.093,12510.2
CUST-01216,Brad Russo,hsavage@example.org,2026-01-30,UK,4,New Customers,1,1,489.7,6,0.441,0.118,706.1
CUST-01217,Cathy Brown,wpeterson@example.com,2023-12-07,SG,1,Loyal Customers,31,8,313.12,3,0.494,0.106,2845.58
CUST-01218,Tom Olson,tammykim@example.net,2025-08-28,JP,3,Hibernating,271,3,281.82,17,-0.244,0.69,740.19
CUST-01219,Adam Logan,christiancontreras@example.net,2023-11-06,ID,1,Loyal Customers,31,4,1678.94,17,0.467,0.186,9808.26
CUST-01220,William Mcmillan,alexis72@example.com,2024-07-30,SG,3,Hibernating,278,2,233.95,39,-0.409,0.591,415.2
CUST-01221,Wayne Russell,mcneilsherry@example.org,2025-12-06,JP,4,New Customers,2,2,177.24,6,0.737,0.311,477.79
CUST-01222,Wayne Davis,julielopez@example.net,2025-07-22,SG,0,Champions,26,15,746.55,29,0.377,0.105,9474.32
CUST-01223,Lindsay Robinson,stephaniebonilla@example.net,2023-04-18,UK,3,Hibernating,263,1,102.58,8,-0.426,0.741,126.39
CUST-01224,Jack Turner,wayne17@example.net,2025-03-04,ID,2,At Risk,136,8,992.41,31,-0.026,0.431,10770.55
CUST-01225,Guy Clayton,wmills@example.com,2023-09-19,BR,4,New Customers,20,1,189.62,3,0.104,0.145,211.97
CUST-01226,Judy Brooks,amyjames@example.net,2026-02-15,SG,1,Loyal Customers,22,5,384.84,6,0.271,0.053,2337.94
CUST-01227,Douglas Oliver,cowanlinda@example.org,2023-08-13,ID,3,Hibernating,351,3,55.27,24,-0.317,0.663,181.51
CUST-01228,Lisa Jenkins,nbrady@example.net,2023-08-28,DE,3,Hibernating,233,1,88.08,5,-0.129,0.839,78.34
CUST-01229,Kathy Shaffer,melissa33@example.com,2025-07-30,UK,3,Hibernating,251,3,231.22,36,-0.445,0.739,931.48
CUST-01230,Craig Harrison,belllaura@example.com,2024-12-27,BR,1,Loyal Customers,29,9,723.92,35,0.625,0.158,7886.8
CUST-01231,Maria Mueller,xsmith@example.org,2025-05-23,JP,3,Hibernating,134,1,161.99,5,-0.281,0.779,177.45
CUST-01232,Shawn Baker,anunez@example.com,2023-05-16,UK,1,Loyal Customers,22,7,1613.47,44,0.621,0.021,12796.52
CUST-01233,Christian Brooks,matthew96@example.org,2025-08-06,JP,3,Hibernating,239,3,213.88,38,-0.083,0.791,945.87
CUST-01234,Cheryl Newman,solisbecky@example.org,2025-12-09,ID,3,Hibernating,227,2,65.44,4,-0.491,0.723,150.14
CUST-01235,Nicholas Powell,zachary63@example.org,2023-10-09,US,4,New Customers,8,1,249.27,32,0.471,0.183,327.59
CUST-01236,Lynn Mueller,mary25@example.org,2023-08-18,US,4,New Customers,11,2,126.5,2,0.568,0.389,266.65
CUST-01237,Jeffrey Fuller,anthonyzimmerman@example.org,2025-08-31,US,0,Champions,1,16,1018.35,14,0.504,0.0,20235.58
CUST-01238,Patrick Anderson,xwalters@example.com,2024-01-10,US,4,New Customers,12,1,488.4,20,0.376,0.258,450.26
CUST-01239,Steven Phillips,jessicaroman@example.com,2024-05-04,US,4,New Customers,6,2,428.34,14,0.242,0.316,698.23
CUST-01240,Denise Donovan,littlebeth@example.org,2023-09-15,AU,3,Hibernating,353,1,25.88,26,-0.635,0.775,32.57
CUST-01241,Kyle Rodriguez,jose21@example.org,2025-05-02,US,4,New Customers,11,1,173.38,25,0.149,0.338,218.92
CUST-01242,Susan Clark,henryandrew@example.org,2025-04-20,US,4,New Customers,20,2,442.84,11,0.798,0.139,1255.81
CUST-01243,Angela Mcdaniel,opreston@example.com,2023-12-02,AU,1,Loyal Customers,22,7,1158.6,22,0.363,0.189,9891.88
CUST-01244,Adam White,wilsonmatthew@example.com,2025-04-16,SG,4,New Customers,8,1,388.65,36,0.203,0.196,390.95
CUST-01245,Lindsay Smith DDS,sara39@example.org,2025-07-06,US,1,Loyal Customers,25,4,1333.03,10,0.506,0.0,7443.92
CUST-01246,Jorge Hernandez,danny30@example.com,2023-10-28,DE,4,New Customers,16,1,371.83,44,0.297,0.145,457.51
CUST-01247,Nicholas Case,joshua31@example.com,2025-07-30,ID,1,Loyal Customers,34,12,873.68,13,0.377,0.235,10749.16
CUST-01248,Julie Lamb,zhunt@example.org,2024-04-18,ID,2,At Risk,148,6,1116.13,19,-0.414,0.515,8081.88
CUST-01249,Michael Clay,suzanne19@example.net,2024-07-23,US,3,Hibernating,322,3,201.93,14,-0.37,0.698,676.34
CUST-01250,Daniel Bowen,bandrade@example.net,2024-05-22,UK,1,Loyal Customers,23,8,965.04,12,0.698,0.147,11231.9
CUST-01251,Lisa Lawson,wgonzalez@example.com,2025-12-03,US,2,At Risk,130,3,331.35,30,0.043,0.527,1156.25
CUST-01252,Joanna Preston,brenda49@example.net,2025-06-28,UK,1,Loyal Customers,12,11,1122.07,30,0.417,0.071,13913.83
CUST-01253,Allen White,ruben25@example.org,2023-07-17,US,2,At Risk,123,5,518.58,30,-0.371,0.384,2498.66
CUST-01254,Jacob Thomas,david50@example.net,2024-08-18,ID,3,Hibernating,211,1,102.46,36,0.437,0.82,128.13
CUST-01255,Keith Morris,annacruz@example.net,2024-02-19,US,3,Hibernating,357,1,47.55,4,-0.638,0.614,56.21
CUST-01256,Ashley Ramirez,berrydebbie@example.net,2025-01-31,DE,1,Loyal Customers,53,9,650.04,45,0.62,0.164,8142.61
CUST-01257,Francisco Gonzalez,rjimenez@example.com,2023-09-28,DE,1,Loyal Customers,48,6,1997.13,49,0.637,0.1,14141.93
CUST-01258,Christopher Murphy,byoung@example.com,2023-04-23,UK,1,Loyal Customers,59,8,707.32,27,0.469,0.146,8273.21
CUST-01259,Savannah Travis,zmitchell@example.org,2025-07-02,AU,3,Hibernating,313,3,23.33,50,-0.279,0.542,102.61
CUST-01260,Amanda Newman,harrisonmaria@example.com,2024-07-06,US,4,New Customers,8,1,369.97,16,0.243,0.132,429.56
CUST-01261,Paul Ross,troy06@example.com,2025-03-02,ID,3,Hibernating,313,2,222.3,7,-0.256,0.959,453.12
CUST-01262,Martin Lozano PhD,johnsonbrandon@example.org,2023-10-28,UK,1,Loyal Customers,59,10,577.25,37,0.592,0.095,4739.64
CUST-01263,Frank Watts,fperez@example.org,2024-10-20,US,1,Loyal Customers,18,8,1898.04,44,0.73,0.159,21015.24
CUST-01264,Kimberly Smith,greenkristen@example.org,2023-06-09,UK,1,Loyal Customers,36,10,1434.37,46,0.605,0.169,16872.82
CUST-01265,Angela Murphy,knelson@example.org,2025-09-18,US,1,Loyal Customers,11,4,1859.86,23,1.0,0.03,8910.47
CUST-01266,Cameron Atkins,qwalsh@example.org,2025-06-14,UK,3,Hibernating,353,3,180.69,26,-0.182,0.646,511.14
CUST-01267,Laura Stanley,marc73@example.org,2024-05-09,US,2,At Risk,128,6,404.26,38,0.039,0.377,3573.72
CUST-01268,Michelle Gomez,donnamoss@example.org,2023-07-26,AU,3,Hibernating,197,1,68.0,13,-0.404,0.696,55.93
CUST-01269,Johnny Lewis,taylorcruz@example.com,2023-09-05,US,3,Hibernating,245,1,72.27,26,-0.056,0.793,72.17
CUST-01270,Robert Gill,kathleen47@example.net,2023-11-21,US,1,Loyal Customers,52,12,325.96,35,0.189,0.124,3159.46
CUST-01271,Ashley Anderson,paul79@example.net,2024-02-05,US,1,Loyal Customers,36,10,482.66,36,0.323,0.019,5274.94
CUST-01272,Chelsea Ramirez,ginalynn@example.net,2025-12-28,US,3,Hibernating,219,1,56.38,29,-0.354,0.695,77.38
CUST-01273,Joel Rodriguez,allenpatricia@example.org,2024-05-14,UK,3,Hibernating,160,3,181.03,14,0.307,0.755,625.49
CUST-01274,Matthew Chavez,david81@example.com,2025-01-25,US,3,Hibernating,190,1,22.08,6,-0.644,0.675,30.41
CUST-01275,James Jordan,brian45@example.org,2023-06-11,SG,3,Hibernating,183,3,112.09,33,-0.045,0.887,377.34
CUST-01276,Monique Henderson,jaime29@example.com,2025-06-26,JP,3,Hibernating,308,1,100.62,31,-0.696,0.57,104.92
CUST-01277,Kelly Rodriguez,lucassusan@example.org,2023-09-21,JP,3,Hibernating,322,2,129.51,13,0.168,0.751,282.47
CUST-01278,Andrew Adams,pateljoshua@example.net,2024-12-14,BR,1,Loyal Customers,49,10,1024.09,13,0.283,0.163,13200.17
CUST-01279,Brian Gross,tyler23@example.com,2025-12-10,JP,0,Champions,23,8,1578.63,19,0.041,0.05,17905.32
CUST-01280,Kyle Gross,lopezrebecca@example.net,2025-04-05,DE,2,At Risk,145,3,1092.36,15,-0.018,0.524,4706.27
CUST-01281,Sarah Watts,lesliejones@example.org,2024-08-23,US,2,At Risk,130,3,1493.68,8,-0.353,0.457,5166.98
CUST-01282,Brenda Smith,bpatterson@example.org,2024-05-09,US,3,Hibernating,224,2,66.15,4,-0.531,0.74,148.64
CUST-01283,Carolyn Wolf,wheelertara@example.net,2023-03-28,UK,0,Champions,23,18,3873.81,49,0.476,0.017,75274.74
CUST-01284,David Rodriguez PhD,mary88@example.org,2023-11-09,AU,1,Loyal Customers,12,4,651.09,10,0.251,0.172,2679.83
CUST-01285,Ariel Lara,shaun58@example.com,2026-01-20,ID,3,Hibernating,244,2,39.11,17,-0.085,0.701,101.65
CUST-01286,Mr. Adam Gomez,patricia97@example.org,2024-05-19,US,2,At Risk,120,5,1286.11,3,-0.09,0.334,7876.73
CUST-01287,Monica Smith,qchase@example.org,2024-10-01,US,1,Loyal Customers,17,12,1534.6,44,0.425,0.116,24575.31
CUST-01288,Mr. Patrick Mcpherson MD,leestephanie@example.net,2023-09-10,US,3,Hibernating,159,2,120.26,4,0.355,0.631,342.71
CUST-01289,Sherry Shelton,harcher@example.org,2024-05-12,AU,2,At Risk,116,8,214.47,35,0.266,0.53,2142.48
CUST-01290,Hannah Rivera,rlandry@example.com,2024-01-17,UK,3,Hibernating,349,1,129.37,5,-0.23,0.861,157.67
CUST-01291,Joseph Cooper,hamiltonspencer@example.com,2024-06-17,US,0,Champions,13,20,1407.82,17,0.793,0.081,26466.73
CUST-01292,Adam Ho,stevenhernandez@example.com,2025-11-20,US,0,Champions,1,8,2017.02,44,0.687,0.148,13622.47
CUST-01293,Carla Tucker,marshalexis@example.org,2024-02-27,US,4,New Customers,4,1,370.29,34,0.574,0.15,324.14
CUST-01294,Kevin Brown,adam50@example.org,2024-04-20,BR,1,Loyal Customers,45,7,1324.41,27,0.17,0.104,13509.94
CUST-01295,Shawn Glover,stephaniereeves@example.org,2024-01-26,US,1,Loyal Customers,23,5,841.84,27,0.3,0.115,5294.31
CUST-01296,Thomas Carter,kennedymichael@example.net,2025-12-10,AU,0,Champions,7,15,1490.43,19,1.0,0.013,28056.48
CUST-01297,James Strong,samantha94@example.org,2025-08-18,DE,2,At Risk,68,4,704.98,33,-0.111,0.455,4196.53
CUST-01298,Shawn Brock,feliciagonzalez@example.org,2025-01-01,US,1,Loyal Customers,44,6,653.49,22,0.712,0.0,5830.4
CUST-01299,Elizabeth Miller,ygardner@example.com,2023-08-23,US,3,Hibernating,293,3,57.22,50,-0.452,0.737,243.55
CUST-01300,Jeremy Edwards,taylor67@example.com,2024-12-23,US,1,Loyal Customers,52,11,321.52,39,0.8,0.081,3940.75
CUST-01301,Thomas Johnson,idavis@example.net,2024-07-08,BR,2,At Risk,89,7,943.08,16,-0.569,0.5,5379.28
CUST-01302,Lauren Watson,brian62@example.com,2026-01-30,UK,3,Hibernating,151,2,86.19,17,-0.459,0.625,212.69
CUST-01303,Robert Golden,fcombs@example.org,2024-05-19,US,0,Champions,12,15,1834.77,15,0.544,0.035,34386.17
CUST-01304,Marie Cook,shortariana@example.net,2024-08-22,UK,1,Loyal Customers,56,11,1530.66,19,0.349,0.0,17212.34
CUST-01305,Barbara Richards,mileszachary@example.net,2025-05-04,UK,3,Hibernating,130,3,241.7,20,-0.076,0.822,961.04
CUST-01306,Steven Bowman,kevincollins@example.org,2025-04-18,US,1,Loyal Customers,56,9,816.91,5,0.663,0.029,10547.76
CUST-01307,Christina Jones,cassandramartinez@example.org,2024-04-14,US,3,Hibernating,183,3,214.96,26,-0.35,0.719,751.3
CUST-01308,John Wall,hmyers@example.com,2024-12-14,ID,1,Loyal Customers,50,4,316.31,14,0.65,0.173,1058.34
CUST-01309,Mr. David Abbott,lorraine79@example.org,2025-01-26,SG,4,New Customers,7,1,73.13,15,0.116,0.207,70.6
CUST-01310,Alex Thomas,georgeharmon@example.net,2024-02-01,DE,0,Champions,24,15,1901.58,17,0.814,0.166,31285.13
CUST-01311,Dylan Contreras,rrichardson@example.com,2024-11-15,BR,3,Hibernating,197,2,181.4,14,-0.124,0.783,359.28
CUST-01312,Ashley Butler,shernandez@example.com,2023-09-29,US,3,Hibernating,140,2,131.51,30,-0.279,0.833,288.24
CUST-01313,Alexandra Turner,wwilliams@example.org,2025-03-22,DE,3,Hibernating,230,1,249.49,3,-0.198,0.651,332.66
CUST-01314,Judy Smith,michaelfoley@example.net,2024-02-17,US,2,At Risk,70,5,953.5,48,0.251,0.506,4400.35
CUST-01315,Michael Myers,thompsonedward@example.net,2025-08-17,SG,2,At Risk,99,6,532.35,32,-0.211,0.412,2716.13
CUST-01316,Mike Buchanan,kristen46@example.org,2025-12-23,US,1,Loyal Customers,40,7,478.5,2,0.574,0.157,4699.88
CUST-01317,Dr. Larry White,david59@example.net,2024-09-17,UK,3,Hibernating,215,2,133.28,27,-0.251,0.745,394.33
CUST-01318,Sandra Jones,christianerik@example.org,2026-01-23,SG,2,At Risk,122,5,1015.42,28,0.325,0.536,7206.94
CUST-01319,Timothy Alvarez,tinastokes@example.net,2024-03-28,US,4,New Customers,4,2,468.1,50,0.348,0.275,1034.88
CUST-01320,Spencer Chandler,acampos@example.org,2023-07-01,ID,1,Loyal Customers,58,9,1117.3,46,0.242,0.152,10636.18
CUST-01321,Ashley Bradford,alexandernicholas@example.net,2023-05-11,US,0,Champions,13,14,3810.49,4,1.0,0.033,77087.71
CUST-01322,Erica Hale,oanderson@example.net,2025-08-07,AU,2,At Risk,150,8,188.15,11,-0.312,0.398,1479.51
CUST-01323,David Kim,jeremiah26@example.net,2024-01-19,SG,2,At Risk,147,4,493.29,44,-0.372,0.387,2740.84
CUST-01324,Alexander Moyer,harrislisa@example.org,2024-10-05,BR,0,Champions,25,9,3399.79,27,0.607,0.0,39601.57
CUST-01325,Laura Lin,jacob87@example.org,2024-02-12,US,4,New Customers,3,1,441.72,29,0.304,0.272,431.56
CUST-01326,Kara Bell,lauriegonzales@example.net,2024-10-31,DE,1,Loyal Customers,44,10,1254.94,50,0.273,0.242,17738.33
CUST-01327,Laura Martinez,craig73@example.org,2025-10-16,DE,3,Hibernating,142,1,198.13,24,-0.172,0.802,271.43
CUST-01328,Alison Nicholson,sandra46@example.net,2024-10-02,US,1,Loyal Customers,23,10,1458.22,12,0.336,0.188,19999.09
CUST-01329,Seth Donaldson,fergusonjohn@example.net,2025-10-31,ID,0,Champions,3,20,3633.43,43,0.427,0.121,72802.18
CUST-01330,Jennifer Brown,aguilarsharon@example.com,2026-01-04,US,2,At Risk,82,5,401.64,33,-0.057,0.494,1862.38
CUST-01331,George Green,pamela02@example.org,2025-07-23,US,4,New Customers,15,1,117.25,13,0.006,0.128,160.21
CUST-01332,Erin Todd,youngcharles@example.net,2025-10-29,SG,1,Loyal Customers,36,11,1328.31,42,0.649,0.044,13388.26
CUST-01333,Pamela Johnson,dodsoncarly@example.net,2023-07-30,UK,1,Loyal Customers,34,5,698.17,39,0.616,0.011,3366.39
CUST-01334,Karen Anderson,garciatyler@example.org,2025-12-31,DE,2,At Risk,72,3,232.43,2,0.112,0.351,882.58
CUST-01335,John Harrington,andrewbrown@example.org,2025-07-03,DE,3,Hibernating,130,1,79.1,26,-0.162,0.77,96.67
CUST-01336,Jamie Sutton,tranbrett@example.com,2023-10-07,UK,4,New Customers,9,2,252.42,29,0.126,0.247,522.8
CUST-01337,Jeffery Taylor,nwilson@example.com,2024-09-23,BR,3,Hibernating,207,2,248.72,44,-0.235,0.677,536.7
CUST-01338,Jeffrey Brown,christophersmith@example.com,2025-07-06,US,3,Hibernating,211,2,245.76,46,-0.552,0.563,531.46
CUST-01339,Wendy Smith,lisajones@example.org,2025-02-05,US,3,Hibernating,356,1,27.19,35,-0.213,0.595,27.07
CUST-01340,Andrew Bailey,whitneyanderson@example.com,2025-04-08,SG,3,Hibernating,328,1,123.16,44,-0.276,0.699,173.52
CUST-01341,Mary Jones,troymoss@example.com,2024-03-03,AU,2,At Risk,144,4,154.22,22,0.07,0.426,500.69
CUST-01342,Eric Richardson,misty38@example.com,2024-08-03,UK,2,At Risk,65,8,589.46,40,-0.182,0.509,5371.99
CUST-01343,Kathy Brown,nthornton@example.com,2024-06-03,BR,3,Hibernating,323,1,117.53,32,-0.216,0.745,175.21
CUST-01344,Thomas Skinner,kevintran@example.org,2024-10-25,US,4,New Customers,4,2,168.12,11,0.417,0.077,473.73
CUST-01345,Rachel Johnson,hollysantos@example.com,2023-09-20,DE,4,New Customers,17,1,90.09,21,0.489,0.249,124.56
CUST-01346,Russell Nelson,fevans@example.org,2024-06-02,BR,4,New Customers,15,1,451.31,32,0.046,0.18,570.39
CUST-01347,Janet Smith,ccruz@example.org,2024-02-09,AU,1,Loyal Customers,23,6,1555.85,7,0.49,0.109,8157.28
CUST-01348,Matthew Patel,anthony50@example.net,2024-08-30,UK,4,New Customers,1,1,466.63,26,0.383,0.315,623.61
CUST-01349,Susan Patrick,katherinepeterson@example.net,2025-01-29,AU,1,Loyal Customers,26,11,1912.71,44,0.77,0.015,18831.25
CUST-01350,Rachel Mcfarland,aguirreangela@example.net,2026-02-12,UK,2,At Risk,122,3,1223.98,16,0.056,0.556,5332.56
CUST-01351,William Nichols,karmstrong@example.net,2024-05-04,UK,3,Hibernating,273,1,200.32,47,-0.203,0.807,264.44
CUST-01352,James Reese,davidsmith@example.net,2024-05-26,BR,3,Hibernating,287,3,239.82,29,0.203,0.802,982.72
CUST-01353,David Daniels,ashley09@example.com,2024-10-08,US,1,Loyal Customers,17,8,357.82,49,0.562,0.204,3476.69
CUST-01354,David Delgado,martinezashley@example.com,2024-05-10,UK,1,Loyal Customers,17,9,429.35,26,0.536,0.122,4651.83
CUST-01355,Jill Smith,owenstammy@example.com,2025-12-11,JP,0,Champions,2,17,2910.21,29,0.612,0.175,50648.57
CUST-01356,Claudia Brown,hillcheryl@example.com,2023-07-04,SG,2,At Risk,146,4,851.66,16,-0.305,0.573,2979.48
CUST-01357,David Buchanan,misty23@example.net,2023-12-23,JP,0,Champions,28,15,1921.67,20,0.825,0.0,39953.01
CUST-01358,Luke Williams,penajack@example.net,2025-02-07,US,2,At Risk,118,4,961.98,44,-0.008,0.282,5365.5
CUST-01359,Amanda Love,lynnvictoria@example.com,2023-04-21,ID,3,Hibernating,128,3,109.64,46,-0.144,0.791,291.56
CUST-01360,Shannon Gomez,burkemichael@example.org,2025-05-22,US,4,New Customers,19,2,326.61,20,0.152,0.21,844.55
CUST-01361,Jorge Young,ashley61@example.net,2025-01-17,US,2,At Risk,102,4,1267.64,48,0.389,0.41,7373.12
CUST-01362,Briana Nguyen,matthew65@example.com,2024-06-25,DE,1,Loyal Customers,57,4,1861.68,33,0.235,0.239,9749.07
CUST-01363,Caitlin Williams,rhondajohnson@example.net,2024-02-18,ID,1,Loyal Customers,52,6,1983.91,23,0.991,0.12,13042.7
CUST-01364,Kayla Norman,shelby69@example.org,2026-01-10,ID,2,At Risk,104,6,677.94,20,0.153,0.557,4058.1
CUST-01365,Jane Cuevas,friedmansusan@example.org,2025-08-21,UK,4,New Customers,18,2,75.74,39,0.114,0.161,213.0
CUST-01366,Laura Kelley,hryan@example.net,2023-06-14,AU,0,Champions,30,19,1868.33,38,1.0,0.185,31816.84
CUST-01367,Mary Meyer,joseph94@example.org,2024-08-18,DE,3,Hibernating,194,1,78.73,14,-0.159,0.65,103.51
CUST-01368,Randall Cox,hedwards@example.net,2024-04-04,DE,0,Champions,24,17,958.77,11,1.0,0.008,17335.53
CUST-01369,Tyler Ortiz,bellwilliam@example.com,2026-01-04,BR,4,New Customers,6,1,75.14,13,0.216,0.227,109.82
CUST-01370,Mr. Richard Hall,sarasanchez@example.com,2026-02-06,BR,1,Loyal Customers,42,9,1268.11,42,0.889,0.188,14902.91
CUST-01371,Brenda Green,matthew11@example.com,2025-01-09,UK,1,Loyal Customers,17,7,913.96,40,0.604,0.157,9393.06
CUST-01372,Brittany Snyder,rachelwalter@example.org,2023-12-11,AU,3,Hibernating,216,3,297.53,7,-0.289,0.765,1200.01
CUST-01373,Dennis Spencer,inewton@example.org,2025-01-25,UK,4,New Customers,13,2,327.2,2,-0.332,0.176,578.49
CUST-01374,Christopher Jones,wstrong@example.org,2024-12-10,ID,0,Champions,16,18,3509.56,3,0.76,0.0,76488.46
CUST-01375,Dana Carter,phyllis59@example.net,2025-11-08,US,4,New Customers,16,2,356.05,39,0.397,0.184,659.95
CUST-01376,Nathan Jones,stephanie67@example.net,2025-01-31,SG,2,At Risk,142,8,735.44,8,0.339,0.576,6046.26
CUST-01377,John Taylor,jenniferlawrence@example.net,2023-08-04,JP,3,Hibernating,340,3,71.77,3,-0.416,0.708,231.6
CUST-01378,Adam Watkins,cgray@example.org,2025-05-25,ID,3,Hibernating,320,3,156.8,39,-0.318,0.684,553.8
CUST-01379,Diana Mejia,kennethpeterson@example.net,2025-06-08,US,3,Hibernating,286,1,230.98,44,-0.251,0.659,329.91
